vessel_id,port_id,berth_id,arrival_time_hr,unload_start_hr,unload_end_hr,unloading_time_hr,waiting_time_hr
V03964,P009,2,75.1,1474.44,1475.79,1.35,1399.34
V07078,P009,1,48.85,1475.53,1503.15,27.62,1426.69
V00111,P009,2,27.03,1475.79,1525.28,49.49,1448.76
V05038,P009,1,66.07,1503.15,1513.73,10.58,1437.08
V06490,P009,5,60.55,1505.07,1521.33,16.26,1444.53
V06177,P009,1,35.27,1513.73,1555.42,41.69,1478.46
V03530,P009,5,52.53,1521.33,1545.82,24.49,1468.8
V02747,P009,2,67.49,1525.28,1534.82,9.54,1457.79
V06822,P009,4,35.01,1531.62,1573.7,42.08,1496.61
V07781,P009,3,54.46,1532.64,1555.42,22.78,1478.18
V06117,P009,2,31.15,1534.82,1581.27,46.45,1503.67
V06740,P009,5,60.47,1545.82,1563.05,17.23,1485.35
V03392,P009,3,72.57,1555.42,1560.67,5.25,1482.85
V09886,P009,1,43.98,1555.42,1589.57,34.15,1511.44
V07932,P009,3,51.11,1560.67,1587.98,27.31,1509.56
V09830,P009,5,37.76,1563.05,1604.14,41.09,1525.29
V05906,P009,4,67.71,1573.7,1584.84,11.14,1505.99
V00019,P009,2,50.12,1581.27,1610.04,28.77,1531.15
V00779,P009,4,37.04,1584.84,1626.9,42.06,1547.8
V05489,P009,3,48.93,1587.98,1618.23,30.25,1539.05
V00394,P009,1,50.11,1589.57,1618.93,29.36,1539.46
V05763,P009,5,59.51,1604.14,1624.2,20.06,1544.63
V00202,P009,2,11.74,1610.04,1677.88,67.84,1598.29
V01901,P009,3,67.61,1618.23,1630.34,12.11,1550.62
V02662,P009,1,53.21,1618.93,1645.5,26.57,1565.72
V03171,P009,5,42.8,1624.2,1661.82,37.62,1581.4
V06404,P009,4,61.22,1626.9,1646.54,19.64,1565.68
V04849,P009,3,46.66,1630.34,1664.56,34.22,1583.68
V00936,P009,1,28.22,1645.5,1698.35,52.85,1617.29
V08555,P009,4,32.92,1646.54,1694.83,48.29,1613.62
V00878,P009,5,42.68,1661.82,1700.49,38.67,1619.14
V06819,P009,3,55.57,1664.56,1690.37,25.81,1608.98
V06355,P009,2,60.08,1677.88,1699.25,21.37,1617.79
V01244,P009,3,60.87,1690.37,1711.42,21.05,1629.5
V04898,P009,4,33.18,1694.83,1743.92,49.09,1661.65
V01681,P009,1,36.91,1698.35,1743.81,45.46,1661.45
V08095,P009,2,34.26,1699.25,1747.47,48.22,1664.99
V02601,P009,5,54.52,1700.49,1728.46,27.97,1645.97
V06945,P009,3,56.69,1711.42,1737.64,26.22,1654.73
V09569,P009,5,59.39,1728.46,1752.18,23.72,1669.07
V04657,P009,3,46.98,1737.64,1773.88,36.24,1690.66
V06141,P009,1,34.27,1743.81,1792.86,49.05,1709.54
V07659,P009,4,57.54,1743.92,1769.98,26.06,1686.38
V07426,P009,2,50.3,1747.47,1780.83,33.36,1697.16
V06041,P009,5,67.29,1752.18,1768.58,16.4,1684.9
V05888,P009,5,72.07,1768.58,1780.25,11.67,1696.52
V05063,P009,4,58.79,1769.98,1794.94,24.96,1711.19
V06055,P009,3,41.98,1773.88,1815.88,42.0,1731.9
V07862,P009,5,22.9,1780.25,1841.47,61.22,1757.35
V06590,P009,2,61.14,1780.83,1804.02,23.19,1719.68
V09163,P009,1,48.61,1792.86,1828.63,35.77,1744.25
V09535,P009,4,53.8,1794.94,1825.99,31.05,1741.14
V08803,P009,2,35.63,1804.02,1853.3,49.28,1768.39
V01611,P009,3,41.38,1815.88,1859.42,43.54,1774.5
V00686,P009,4,47.71,1825.99,1864.06,38.07,1778.28
V02097,P009,1,58.58,1828.63,1856.54,27.91,1770.06
V04293,P009,5,53.95,1841.47,1874.05,32.58,1787.52
V09331,P009,2,80.72,1853.3,1859.17,5.87,1772.58
V05196,P009,1,60.81,1856.54,1882.89,26.35,1795.73
V00154,P009,2,61.95,1859.17,1885.11,25.94,1797.22
V09437,P009,3,51.82,1859.42,1895.54,36.12,1807.6
V04328,P009,4,75.1,1864.06,1877.02,12.96,1788.96
V03317,P009,5,48.21,1874.05,1913.99,39.94,1825.84
V09236,P009,4,26.21,1877.02,1939.25,62.23,1850.81
V03933,P009,1,75.56,1882.89,1895.8,12.91,1807.33
V05345,P009,2,52.25,1885.11,1921.35,36.24,1832.85
V01892,P009,3,51.09,1895.54,1933.11,37.57,1844.45
V08059,P009,1,36.44,1895.8,1948.24,52.44,1859.36
V05856,P009,5,65.05,1913.99,1937.84,23.85,1848.95
V06423,P009,2,8.28,1921.35,2002.64,81.29,1913.07
V04320,P009,3,61.8,1933.11,1961.02,27.91,1871.31
V00746,P009,5,54.99,1937.84,1972.58,34.74,1882.85
V09392,P009,4,51.71,1939.25,1977.67,38.42,1887.54
V08258,P009,1,81.09,1948.24,1957.66,9.42,1867.15
V00594,P009,1,32.58,1957.66,2016.03,58.37,1925.09
V05448,P009,3,51.93,1961.02,2000.14,39.12,1909.08
V08520,P009,5,67.2,1972.58,1996.48,23.9,1905.39
V03923,P009,4,70.62,1977.67,1998.31,20.64,1907.05
V02150,P009,5,73.74,1996.48,2014.09,17.61,1922.74
V09056,P009,4,42.57,1998.31,2047.11,48.8,1955.74
V06432,P009,3,51.27,2000.14,2040.37,40.23,1948.87
V06316,P009,2,61.74,2002.64,2032.61,29.97,1940.9
V02749,P009,5,80.68,2014.09,2025.96,11.87,1933.42
V03816,P009,1,52.45,2016.03,2056.98,40.95,1963.58
V01470,P009,5,38.59,2025.96,2081.21,55.25,1987.38
V05352,P009,2,66.49,2032.61,2060.3,27.69,1966.12
V00075,P009,3,32.25,2040.37,2102.38,62.01,2008.12
V07818,P009,4,55.38,2047.11,2087.19,40.08,1991.73
V05119,P009,1,92.5,2056.98,2060.15,3.17,1964.48
V03440,P009,1,65.81,2060.15,2090.32,30.17,1994.34
V06873,P009,2,82.59,2060.3,2073.84,13.54,1977.71
V05796,P009,2,75.53,2073.84,2094.69,20.85,1998.31
V05430,P009,5,61.19,2081.21,2116.88,35.67,2020.02
V01925,P009,4,66.65,2087.19,2118.16,30.97,2020.54
V00189,P009,1,54.57,2090.32,2133.5,43.18,2035.75
V05269,P009,2,78.33,2094.69,2114.51,19.82,2016.36
V06631,P009,3,44.8,2102.38,2155.84,53.46,2057.58
V05050,P009,2,35.63,2114.51,2177.33,62.82,2078.88
V04288,P009,5,29.25,2116.88,2187.79,70.91,2087.63
V06509,P009,4,80.35,2118.16,2138.07,19.91,2037.81
V04710,P009,1,80.8,2133.5,2153.31,19.81,2052.7
V07837,P009,4,75.27,2138.07,2164.13,26.06,2062.8
V03545,P009,1,80.82,2153.31,2174.78,21.47,2072.5
V07238,P009,3,64.13,2155.84,2194.06,38.22,2091.71
V00631,P009,4,45.42,2164.13,2221.06,56.93,2118.7
V04110,P009,1,64.8,2174.78,2213.04,38.26,2109.98
V08998,P009,2,85.78,2177.33,2196.61,19.28,2091.55
V03860,P009,5,61.43,2187.79,2232.77,44.98,2126.36
V04613,P009,3,28.76,2194.06,2272.06,78.0,2165.3
V02752,P009,2,71.99,2196.61,2233.33,36.72,2124.62
V06149,P009,1,49.58,2213.04,2272.64,59.6,2163.47
V03178,P009,4,63.62,2221.06,2267.8,46.74,2157.44
V01198,P009,5,77.55,2232.77,2266.52,33.75,2155.23
V06611,P009,2,68.97,2233.33,2276.67,43.34,2164.36
V01559,P009,5,91.12,2266.52,2287.98,21.46,2175.41
V06533,P009,4,75.8,2267.8,2306.14,38.34,2192.0
V07657,P009,3,87.51,2272.06,2300.37,28.31,2184.54
V00468,P009,1,66.93,2272.64,2322.08,49.44,2205.72
V09669,P009,2,71.0,2276.67,2323.55,46.88,2205.67
V09765,P009,5,71.61,2287.98,2334.33,46.35,2216.38
V09211,P009,3,115.41,2300.37,2303.18,2.81,2184.96
V09810,P009,3,36.72,2303.18,2386.93,83.75,2266.45
V00913,P009,4,60.34,2306.14,2367.66,61.52,2245.8
V05819,P009,1,111.11,2322.08,2333.22,11.14,2210.97
V09647,P009,2,86.79,2323.55,2364.14,40.59,2236.76
V09979,P009,1,108.6,2333.22,2353.01,19.79,2224.62
V05878,P009,5,91.0,2334.33,2372.16,37.83,2243.33
V01349,P009,1,97.06,2353.01,2387.53,34.52,2255.95
V05930,P009,2,68.08,2364.14,2429.71,65.57,2296.06
V05180,P009,4,106.34,2367.66,2398.09,30.43,2261.32
V08701,P009,5,72.3,2372.16,2440.19,68.03,2299.86
V01295,P009,3,100.24,2386.93,2430.4,43.47,2286.69
V06259,P009,1,110.02,2387.53,2424.9,37.37,2277.52
V05799,P009,4,102.39,2398.09,2446.92,48.83,2295.7
V07621,P009,1,109.52,2424.9,2467.34,42.44,2315.38
V02722,P009,2,91.2,2429.71,2496.66,66.95,2338.5
V05812,P009,3,120.52,2430.4,2477.9,47.5,2309.88
V05288,P010,1,4.33,4.33,8.91,4.58,0.0
V01926,P010,2,6.19,6.19,9.72,3.53,0.0
V00011,P010,3,3.27,3.27,9.93,6.66,0.0
V04995,P010,4,5.65,5.65,10.18,4.53,0.0
V04892,P010,5,6.24,6.24,10.21,3.97,0.0
V05432,P010,1,5.53,8.91,14.67,5.76,3.38
V04418,P010,2,3.39,9.72,18.78,9.06,6.32
V04757,P010,3,3.42,9.93,19.94,10.01,6.51
V07503,P010,4,7.27,10.18,16.81,6.63,2.91
V02610,P010,5,5.16,10.21,19.52,9.31,5.05
V07206,P010,1,13.68,14.67,15.79,1.12,0.99
V03552,P010,1,10.54,15.79,20.05,4.26,5.25
V07784,P010,4,5.27,16.81,27.55,10.74,11.55
V08659,P010,2,11.07,18.78,24.37,5.59,7.71
V00639,P010,5,15.44,19.52,20.83,1.31,4.08
V03305,P010,3,14.7,19.94,22.02,2.08,5.23
V05640,P010,1,4.65,20.05,32.6,12.55,15.4
V09702,P010,5,16.23,20.83,21.92,1.09,4.6
V03672,P010,5,10.58,21.92,28.85,6.93,11.34
V01614,P010,3,15.61,22.02,24.89,2.87,6.41
V09934,P010,2,2.7,24.37,40.21,15.84,21.66
V03108,P010,3,2.41,24.89,41.89,17.0,22.48
V05031,P010,4,19.05,27.55,28.02,0.47,8.5
V09770,P010,4,16.47,28.02,31.19,3.17,11.55
V00457,P010,5,4.23,28.85,44.39,15.54,24.62
V03039,P010,4,6.26,31.19,44.72,13.53,24.93
V03669,P010,1,2.5,32.6,50.52,17.92,30.1
V07274,P010,2,4.59,40.21,56.3,16.09,35.61
V07860,P010,3,14.21,41.89,48.8,6.91,27.68
V02376,P010,5,16.45,44.39,49.66,5.27,27.93
V07753,P010,4,10.2,44.72,57.24,12.52,34.52
V05803,P010,3,18.34,48.8,53.18,4.38,30.46
V00294,P010,5,21.53,49.66,50.87,1.21,28.13
V05121,P010,1,21.61,50.52,51.78,1.26,28.92
V00124,P010,5,8.19,50.87,65.92,15.05,42.67
V09442,P010,1,8.76,51.78,66.41,14.63,43.02
V07134,P010,3,17.42,53.18,60.22,7.04,35.76
V01398,P010,2,15.06,56.3,65.83,9.53,41.24
V03211,P010,4,11.06,57.24,70.91,13.67,46.18
V06992,P010,3,18.15,60.22,67.19,6.97,42.07
V03048,P010,2,23.17,65.83,67.79,1.96,42.66
V01603,P010,5,12.05,65.92,79.11,13.19,53.87
V07450,P010,1,10.14,66.41,81.52,15.11,56.27
V06305,P010,3,24.08,67.19,68.7,1.51,43.11
V01263,P010,2,20.14,67.79,73.4,5.61,47.65
V05414,P010,3,6.99,68.7,87.56,18.86,61.71
V09584,P010,4,10.98,70.91,85.95,15.04,59.93
V00057,P010,2,8.37,73.4,91.13,17.73,65.03
V07575,P010,5,3.26,79.11,102.05,22.94,75.84
V04404,P010,1,19.49,81.52,88.5,6.98,62.03
V08362,P010,4,10.01,85.95,102.42,16.47,75.94
V04903,P010,3,17.76,87.56,96.6,9.04,69.8
V09446,P010,1,5.27,88.5,110.08,21.58,83.23
V09181,P010,2,22.6,91.13,95.88,4.75,68.53
V06934,P010,2,19.24,95.88,104.07,8.19,76.64
V05977,P010,3,6.17,96.6,117.86,21.26,90.43
V08466,P010,5,14.22,102.05,115.32,13.27,87.83
V04268,P010,4,10.62,102.42,119.66,17.24,91.8
V08125,P010,2,23.53,104.07,108.44,4.37,80.53
V02422,P010,2,4.35,108.44,132.01,23.57,104.09
V05753,P010,1,10.95,110.08,127.32,17.24,99.13
V05321,P010,5,15.74,115.32,127.95,12.63,99.58
V05308,P010,3,19.38,117.86,127.19,9.33,98.48
V08036,P010,4,5.7,119.66,142.68,23.02,113.96
V05987,P010,3,26.01,127.19,129.92,2.73,101.18
V07122,P010,1,9.55,127.32,146.84,19.52,117.77
V05601,P010,5,22.82,127.95,134.81,6.86,105.13
V01505,P010,3,25.57,129.92,134.24,4.32,104.35
V09237,P010,2,3.32,132.01,158.63,26.62,128.69
V02559,P010,3,5.5,134.24,158.77,24.53,128.74
V08463,P010,5,17.85,134.81,147.06,12.25,116.95
V04258,P010,4,22.0,142.68,151.18,8.5,120.69
V05175,P010,1,21.73,146.84,155.69,8.85,125.11
V08526,P010,5,2.67,147.06,175.82,28.76,144.39
V07090,P010,4,6.05,151.18,176.65,25.47,145.13
V02987,P010,1,3.84,155.69,183.53,27.84,151.85
V01482,P010,2,11.29,158.63,179.36,20.73,147.34
V07079,P010,3,30.51,158.77,160.32,1.55,128.26
V01568,P010,3,8.17,160.32,184.31,23.99,152.15
V01319,P010,5,9.27,175.82,198.88,23.06,166.55
V06622,P010,4,21.77,176.65,187.43,10.78,154.88
V03299,P010,2,30.97,179.36,180.95,1.59,148.38
V00156,P010,2,19.79,180.95,193.78,12.83,161.15
V07235,P010,1,19.09,183.53,197.08,13.55,164.44
V02548,P010,3,23.98,184.31,192.98,8.67,160.32
V00094,P010,4,28.27,187.43,191.92,4.49,159.16
V01810,P010,4,14.4,191.92,210.51,18.59,177.53
V02048,P010,3,32.33,192.98,193.83,0.85,160.65
V01534,P010,2,32.28,193.78,194.97,1.19,161.49
V05289,P010,3,7.04,193.83,220.3,26.47,186.78
V09755,P010,2,11.35,194.97,217.24,22.27,183.62
V04980,P010,1,4.39,197.08,226.42,29.34,192.69
V02547,P010,5,7.24,198.88,225.46,26.58,191.64
V00033,P010,4,4.86,210.51,239.52,29.01,205.65
V06210,P010,2,7.12,217.24,244.15,26.91,210.12
V02049,P010,3,28.01,220.3,226.34,6.04,192.29
V09575,P010,5,20.68,225.46,239.41,13.95,204.78
V01195,P010,3,8.25,226.34,252.98,26.64,218.09
V03175,P010,1,9.42,226.42,252.09,25.67,217.0
V03703,P010,5,18.32,239.41,256.23,16.82,221.09
V06257,P010,4,33.29,239.52,241.6,2.08,206.23
V08490,P010,4,15.19,241.6,261.99,20.39,226.41
V05370,P010,2,14.38,244.15,265.76,21.61,229.76
V00173,P010,1,34.89,252.09,253.27,1.18,217.2
V07155,P010,3,14.89,252.98,274.24,21.26,238.09
V07192,P010,1,27.76,253.27,261.81,8.54,225.51
V03640,P010,5,13.56,256.23,279.54,23.31,242.67
V08229,P010,1,31.23,261.81,267.73,5.92,230.58
V07433,P010,4,13.64,261.99,285.66,23.67,248.36
V00941,P010,2,18.29,265.76,284.94,19.18,247.47
V03246,P010,1,11.7,267.73,293.52,25.79,256.03
V03684,P010,3,17.47,274.24,294.58,20.34,256.76
V00956,P010,5,20.21,279.54,297.29,17.75,259.33
V08788,P010,2,34.11,284.94,288.93,3.99,250.83
V00295,P010,4,10.68,285.66,313.17,27.51,274.98
V02814,P010,2,23.37,288.93,303.79,14.86,265.55
V00709,P010,1,15.84,293.52,315.96,22.44,277.68
V02361,P010,3,2.2,294.58,330.66,36.08,292.38
V04459,P010,5,23.3,297.29,312.4,15.11,273.98
V01183,P010,2,33.31,303.79,309.11,5.32,270.47
V04511,P010,2,9.49,309.11,338.28,29.17,299.61
V05429,P010,5,32.95,312.4,318.14,5.74,279.44
V06776,P010,4,23.29,313.17,328.82,15.65,289.89
V06681,P010,1,31.02,315.96,323.9,7.94,284.94
V09406,P010,5,36.77,318.14,320.56,2.42,281.37
V03549,P010,5,16.54,320.56,343.23,22.67,304.02
V04437,P010,1,19.93,323.9,343.32,19.42,303.97
V02640,P010,4,37.9,328.82,330.5,1.68,290.92
V06640,P010,4,23.57,330.5,346.77,16.27,306.93
V04574,P010,3,37.4,330.66,333.24,2.58,293.26
V00682,P010,3,13.49,333.24,359.77,26.53,319.75
V09279,P010,2,6.22,338.28,372.28,34.0,332.06
V07497,P010,5,7.3,343.23,376.18,32.95,335.92
V05867,P010,1,38.09,343.32,345.54,2.22,305.23
V08951,P010,1,13.89,345.54,372.15,26.61,331.65
V02811,P010,4,23.33,346.77,364.08,17.31,323.44
V00456,P010,3,34.85,359.77,365.78,6.01,324.92
V07945,P010,4,29.98,364.08,374.99,10.91,334.11
V03717,P010,3,22.91,365.78,383.81,18.03,342.87
V02209,P010,1,24.87,372.15,388.37,16.22,347.28
V02991,P010,2,9.84,372.28,403.82,31.54,362.43
V04415,P010,4,25.34,374.99,391.08,16.09,349.66
V08185,P010,5,27.08,376.18,390.61,14.43,349.1
V00572,P010,3,38.76,383.81,386.67,2.86,345.05
V03934,P010,3,10.85,386.67,417.53,30.86,375.82
V07922,P010,1,32.92,388.37,397.22,8.85,355.45
V01916,P010,5,32.82,390.61,399.66,9.05,357.79
V05725,P010,4,7.21,391.08,425.92,34.84,383.87
V09397,P010,1,2.67,397.22,436.64,39.42,394.55
V03884,P010,5,27.43,399.66,414.68,15.02,372.23
V02782,P010,2,40.52,403.82,405.85,2.03,363.29
V04022,P010,2,22.79,405.85,425.63,19.78,383.05
V04623,P010,5,12.98,414.68,444.36,29.68,401.7
V00222,P010,3,31.79,417.53,428.4,10.87,385.74
V01578,P010,2,30.97,425.63,437.44,11.81,394.66
V08487,P010,4,12.06,425.92,456.73,30.81,413.86
V09206,P010,3,5.74,428.4,465.56,37.16,422.66
V05167,P010,1,29.02,436.64,450.78,14.14,407.62
V04747,P010,2,15.3,437.44,465.58,28.14,422.13
V07532,P010,5,10.75,444.36,477.2,32.84,433.61
V01920,P010,1,21.4,450.78,472.98,22.2,429.38
V01256,P010,4,20.69,456.73,479.83,23.1,436.04
V02389,P010,3,32.59,465.56,476.81,11.25,432.97
V01135,P010,2,43.41,465.58,466.32,0.74,422.17
V09684,P010,2,38.68,466.32,471.8,5.48,427.64
V00645,P010,2,14.22,471.8,501.82,30.02,457.57
V05913,P010,1,37.3,472.98,479.99,7.01,435.68
V09127,P010,3,20.77,476.81,500.39,23.58,456.04
V08522,P010,5,35.02,477.2,486.82,9.62,442.18
V00347,P010,4,43.79,479.83,480.79,0.96,436.05
V07844,P010,1,38.22,479.99,486.58,6.59,441.77
V01128,P010,4,32.17,480.79,493.84,13.05,448.63
V04594,P010,1,21.17,486.58,510.76,24.18,465.41
V06252,P010,5,14.94,486.82,517.45,30.63,471.88
V09718,P010,4,15.14,493.84,524.29,30.45,478.7
V09138,P010,3,41.74,500.39,504.41,4.02,458.64
V02810,P010,2,44.31,501.82,503.36,1.54,457.51
V02911,P010,2,15.91,503.36,533.34,29.98,487.45
V03351,P010,3,11.15,504.41,539.76,35.35,493.26
V00112,P010,1,23.51,510.76,533.86,23.1,487.25
V00664,P010,5,18.75,517.45,545.38,27.93,498.69
V07113,P010,4,30.9,524.29,540.09,15.8,493.39
V00754,P010,2,20.7,533.34,559.44,26.1,512.64
V01292,P010,1,12.75,533.86,567.98,34.12,521.11
V00991,P010,3,46.39,539.76,540.42,0.66,493.37
V01905,P010,4,41.3,540.09,546.21,6.12,498.79
V07032,P010,3,21.63,540.42,566.32,25.9,518.79
V02076,P010,5,41.95,545.38,551.23,5.85,503.43
V04576,P010,4,26.33,546.21,567.7,21.49,519.88
V05076,P010,5,34.71,551.23,565.3,14.07,516.52
V09110,P010,2,42.98,559.44,565.41,5.97,516.46
V02820,P010,5,24.69,565.3,589.57,24.27,540.61
V06112,P010,2,36.47,565.41,577.91,12.5,528.93
V01564,P010,3,21.15,566.32,594.17,27.85,545.17
V09609,P010,4,13.31,567.7,603.5,35.8,554.39
V00307,P010,1,25.13,567.98,592.09,24.11,542.85
V02487,P010,2,37.27,577.91,590.0,12.09,540.64
V03478,P010,5,30.89,589.57,608.09,18.52,558.68
V04357,P010,2,11.08,590.0,628.51,38.51,578.92
V08957,P010,1,46.59,592.09,595.11,3.02,545.5
V06096,P010,3,33.59,594.17,610.24,16.07,560.58
V06291,P010,1,14.15,595.11,630.62,35.51,580.96
V05341,P010,4,44.76,603.5,609.25,5.75,558.74
V00392,P010,5,27.59,608.09,631.03,22.94,580.5
V07136,P010,4,34.24,609.25,625.54,16.29,575.01
V04860,P010,3,43.91,610.24,617.05,6.81,566.33
V01273,P010,3,48.93,617.05,619.05,2.0,568.12
V01615,P010,3,45.47,619.05,624.59,5.54,573.58
V01179,P010,3,44.05,624.59,631.58,6.99,580.54
V00234,P010,4,34.65,625.54,642.2,16.66,590.89
V04311,P010,2,28.12,628.51,651.99,23.48,600.38
V03904,P010,1,14.13,630.62,668.51,37.89,616.49
V02195,P010,5,11.32,631.03,671.76,40.73,619.7
V05052,P010,3,41.57,631.58,642.13,10.55,590.0
V08210,P010,3,9.43,642.13,684.97,42.84,632.7
V00216,P010,4,13.3,642.2,681.22,39.02,628.91
V03394,P010,2,16.72,651.99,687.92,35.93,635.26
V06614,P010,1,8.24,668.51,713.14,44.63,660.27
V07083,P010,5,49.85,671.76,674.82,3.06,621.91
V03271,P010,5,27.92,674.82,699.91,25.09,646.9
V07889,P010,4,17.25,681.22,717.79,36.57,663.97
V02157,P010,3,22.68,684.97,716.36,31.39,662.29
V03412,P010,2,14.85,687.92,727.15,39.23,673.07
V00423,P010,5,7.35,699.91,746.64,46.73,692.56
V04533,P010,1,32.03,713.14,735.31,22.17,681.11
V04840,P010,3,23.41,716.36,747.52,31.16,692.95
V03919,P010,4,32.1,717.79,740.26,22.47,685.69
V03539,P010,2,34.44,727.15,747.38,20.23,692.71
V09415,P010,1,31.09,735.31,758.96,23.65,704.22
V07646,P010,4,34.08,740.26,761.11,20.85,706.18
V08650,P010,5,13.85,746.64,787.74,41.1,732.79
V09963,P010,2,28.04,747.38,774.33,26.95,719.33
V08143,P010,3,35.72,747.52,766.93,19.41,711.8
V06163,P010,1,16.7,758.96,797.44,38.48,742.26
V02763,P010,4,46.29,761.11,770.12,9.01,714.82
V06243,P010,3,46.39,766.93,775.9,8.97,720.53
V08977,P010,4,20.67,770.12,804.83,34.71,749.46
V08973,P010,2,17.01,774.33,812.71,38.38,757.32
V05811,P010,3,20.99,775.9,810.32,34.42,754.91
V08814,P010,5,43.8,787.74,799.38,11.64,743.94
V07585,P010,1,44.34,797.44,808.66,11.22,753.1
V03914,P010,5,46.16,799.38,808.88,9.5,753.21
V03274,P010,4,32.96,804.83,827.56,22.73,771.87
V03168,P010,1,12.74,808.66,851.7,43.04,795.92
V00071,P010,5,36.14,808.88,828.62,19.74,772.74
V00595,P010,3,43.61,810.32,822.78,12.46,766.7
V01625,P010,2,21.97,812.71,846.88,34.17,790.74
V08533,P010,3,39.71,822.78,839.77,16.99,783.07
V02499,P010,4,51.09,827.56,833.45,5.89,776.47
V04274,P010,5,38.42,828.62,847.18,18.56,790.2
V01588,P010,4,52.01,833.45,838.51,5.06,781.45
V09982,P010,4,42.68,838.51,853.41,14.9,795.83
V08338,P010,3,47.83,839.77,850.55,10.78,791.93
V01224,P010,2,44.05,846.88,861.8,14.92,802.83
V09677,P010,5,53.15,847.18,853.12,5.94,794.03
V06625,P010,3,55.86,850.55,853.87,3.32,794.69
V08796,P010,1,26.48,851.7,884.42,32.72,825.23
V04997,P010,5,14.94,853.12,898.05,44.93,838.18
V00698,P010,4,40.31,853.41,873.12,19.71,813.1
V09635,P010,3,22.35,853.87,891.78,37.91,831.52
V07395,P010,2,22.21,861.8,899.94,38.14,839.58
V04027,P010,4,24.22,873.12,909.37,36.25,848.91
V06725,P010,1,33.01,884.42,911.91,27.49,851.41
V07721,P010,3,26.88,891.78,925.66,33.88,864.9
V05107,P010,5,45.38,898.05,913.49,15.44,852.67
V08942,P010,2,46.58,899.94,914.24,14.3,853.35
V09482,P010,4,33.76,909.37,936.5,27.13,875.61
V01251,P010,1,50.68,911.91,922.54,10.63,861.23
V01082,P010,5,10.0,913.49,964.8,51.31,903.48
V00346,P010,2,44.73,914.24,930.87,16.63,869.5
V07674,P010,1,59.1,922.54,924.99,2.45,863.45
V03053,P010,1,12.96,924.99,973.98,48.99,912.03
V06540,P010,3,31.76,925.66,955.88,30.22,893.9
V09549,P010,2,22.78,930.87,970.27,39.4,908.08
V04584,P010,4,56.07,936.5,943.06,6.56,880.43
V09432,P010,4,24.61,943.06,981.24,38.18,918.45
V08078,P010,3,45.33,955.88,973.4,17.52,910.54
V06976,P010,5,26.28,964.8,1001.43,36.63,938.52
V02365,P010,2,35.09,970.27,998.18,27.91,935.18
V00512,P010,3,27.56,973.4,1008.99,35.59,945.84
V08436,P010,1,36.16,973.98,1001.19,27.21,937.82
V00399,P010,4,49.81,981.24,994.86,13.62,931.43
V08519,P010,4,43.66,994.86,1014.72,19.86,951.2
V08695,P010,2,37.12,998.18,1024.64,26.46,961.06
V06116,P010,1,34.01,1001.19,1031.04,29.85,967.18
V02344,P010,5,21.35,1001.43,1044.07,42.64,980.08
V05967,P010,3,57.87,1008.99,1015.31,6.32,951.12
V05073,P010,4,30.3,1014.72,1048.68,33.96,984.43
V05702,P010,3,40.58,1015.31,1039.14,23.83,974.72
V09285,P010,2,46.54,1024.64,1042.84,18.2,978.09
V07490,P010,1,37.76,1031.04,1058.07,27.03,993.28
V08203,P010,3,41.35,1039.14,1062.94,23.8,997.79
V04204,P010,2,48.83,1042.84,1059.9,17.06,994.01
V00767,P010,5,47.21,1044.07,1062.78,18.71,996.86
V03480,P010,4,20.31,1048.68,1094.52,45.84,1028.38
V01141,P010,1,42.81,1058.07,1081.66,23.59,1015.26
V05788,P010,2,65.69,1059.9,1060.86,0.96,994.2
V05390,P010,2,41.34,1060.86,1086.2,25.34,1019.51
V08972,P010,5,54.36,1062.78,1075.24,12.46,1008.42
V09376,P010,3,17.27,1062.94,1112.55,49.61,1045.67
V01845,P010,5,41.83,1075.24,1101.03,25.79,1033.41
V05594,P010,1,55.46,1081.66,1094.19,12.53,1026.2
V05427,P010,2,58.78,1086.2,1095.56,9.36,1027.42
V09465,P010,1,40.23,1094.19,1122.11,27.92,1053.96
V03189,P010,4,38.14,1094.52,1124.71,30.19,1056.38
V07673,P010,2,48.69,1095.56,1115.52,19.96,1046.86
V05277,P010,5,14.69,1101.03,1155.15,54.12,1086.34
V09828,P010,3,44.22,1112.55,1137.18,24.63,1068.33
V05664,P010,2,45.03,1115.52,1139.42,23.9,1070.48
V07467,P010,1,60.93,1122.11,1130.75,8.64,1061.18
V09101,P010,4,27.48,1124.71,1166.85,42.14,1097.23
V05648,P010,1,37.09,1130.75,1163.3,32.55,1093.66
V05252,P010,3,62.76,1137.18,1144.12,6.94,1074.42
V01960,P010,2,37.36,1139.42,1171.94,32.52,1102.05
V01474,P010,3,29.77,1144.12,1184.51,40.39,1114.35
V07795,P010,5,34.04,1155.15,1191.33,36.18,1121.11
V06450,P010,1,40.89,1163.3,1192.65,29.35,1122.41
V01345,P010,4,57.7,1166.85,1179.84,12.99,1109.15
V02091,P010,2,67.96,1171.94,1175.27,3.33,1103.97
V05808,P010,2,49.53,1175.27,1197.04,21.77,1125.74
V03835,P010,4,35.19,1179.84,1216.03,36.19,1144.66
V01029,P010,3,17.24,1184.51,1238.72,54.21,1167.27
V05394,P010,5,30.46,1191.33,1232.57,41.24,1160.87
V03035,P010,1,37.89,1192.65,1226.5,33.85,1154.76
V01650,P010,2,35.95,1197.04,1232.89,35.85,1161.09
