vessel_id,vessel_type,cargo_quantity_tons,port_efficiency,plant_priority,unloading_time_hours
V04700,Container,40547.21023689691,High,Low,31.09
V04701,Container,39146.27013641915,High,Medium,26.1
V04702,Tanker,11142.736029366413,High,Low,6.83
V04703,Container,35923.95975260924,Medium,Low,34.43
V04704,Cargo,40102.69319359288,Medium,Low,57.65
V04705,Cargo,17632.308418728557,Low,Low,30.42
V04706,Tanker,9044.15108866259,Medium,High,5.13
V04707,Bulk Carrier,630.291701189615,High,High,0.43
V04708,Tanker,22819.730828110834,High,Medium,12.17
V04709,Bulk Carrier,17945.42021117266,Low,Low,24.76
V04710,Container,27968.03677435774,Medium,High,19.81
V04711,Tanker,9808.034083144896,Medium,Medium,6.54
V04712,Cargo,43053.44460949052,Low,Low,74.27
V04713,Container,13258.883173591428,High,Low,10.17
V04714,Cargo,11708.265451838673,High,High,9.95
V04715,Container,24295.34579597562,High,Low,18.63
V04716,Tanker,25193.125675341576,High,Low,15.45
V04717,Bulk Carrier,11146.718824862095,Low,High,11.37
V04718,Container,13957.10597293283,Medium,Medium,11.63
V04719,Bulk Carrier,8900.409338184625,High,Medium,7.12
V04720,Container,36063.77882699676,Medium,High,25.55
V04721,Cargo,38619.40704707705,Medium,High,41.03
V04722,Cargo,23385.26062423449,High,Medium,23.39
V04723,Container,35847.30762290837,High,Medium,23.9
V04724,Bulk Carrier,36928.801900903556,High,High,25.11
V04725,Tanker,7344.638620051525,Medium,High,4.16
V04726,Tanker,48325.812229309566,Low,High,32.86
V04727,Cargo,41141.08138127333,High,Low,47.31
V04728,Tanker,10621.931329193263,Medium,High,6.02
V04729,Cargo,9715.169269430477,Medium,Low,13.97
V04730,Tanker,6720.226706189346,High,Medium,3.58
V04731,Container,7349.73884582496,Low,Medium,7.35
V04732,Cargo,37534.00905192046,High,High,31.9
V04733,Cargo,23747.885719105365,High,High,20.19
V04734,Container,39255.241550623425,Low,Medium,39.26
V04735,Cargo,37439.61727033517,High,Medium,37.44
V04736,Tanker,30428.32931850847,High,Medium,16.23
V04737,Tanker,34475.147025644634,Low,Medium,27.58
V04738,Cargo,1408.6083567675187,Medium,High,1.5
V04739,Tanker,15932.993516848586,Medium,Low,12.22
V04740,Bulk Carrier,32072.197873340807,Medium,Medium,32.07
V04741,Cargo,962.575197569088,Medium,Medium,1.2
V04742,Container,2132.3587122883737,Medium,Low,2.04
V04743,Bulk Carrier,42668.45513228397,High,High,29.01
V04744,Cargo,34359.23065375755,Low,Low,59.27
V04745,Container,13635.801789457026,Medium,High,9.66
V04746,Tanker,34554.160585876096,Low,High,23.5
V04747,Container,39726.60512239353,Medium,High,28.14
V04748,Bulk Carrier,15686.317013950013,High,High,10.67
V04749,Tanker,2283.8501862097787,Medium,High,1.29
V04750,Cargo,46672.566672042856,Medium,Medium,58.34
V04751,Tanker,17586.40199563371,Low,High,11.96
V04752,Cargo,5770.847282592966,Low,Medium,8.66
V04753,Cargo,24846.915133960796,High,High,21.12
V04754,Container,38539.155885374625,Low,Medium,38.54
V04755,Container,11471.542073569179,Low,Low,13.19
V04756,Container,13839.757481601486,Low,Low,15.92
V04757,Bulk Carrier,12514.391846529867,High,Medium,10.01
V04758,Bulk Carrier,49587.81611516807,High,High,33.72
V04759,Container,10271.484819661855,High,Medium,6.85
V04760,Bulk Carrier,28988.25073982314,Low,Medium,34.79
V04761,Tanker,46300.59976201973,Low,High,31.48
V04762,Tanker,7771.380159450073,High,Low,4.77
V04763,Bulk Carrier,48557.28279445116,Low,Medium,58.27
V04764,Bulk Carrier,47400.12310258342,Low,Low,65.41
V04765,Tanker,44286.313359383996,Medium,Low,33.95
V04766,Cargo,11120.547805835111,High,Low,12.79
V04767,Tanker,31885.725272543674,High,Medium,17.01
V04768,Tanker,38164.12791158139,Low,Medium,30.53
V04769,Bulk Carrier,49308.38244572327,Low,High,50.29
V04770,Tanker,9430.979193027835,Medium,High,5.34
V04771,Bulk Carrier,38418.282026205175,High,Medium,30.73
V04772,Bulk Carrier,17270.657911392093,High,High,11.74
V04773,Container,9193.510045616114,Low,Low,10.57
V04774,Tanker,21358.15859008582,High,Low,13.1
V04775,Cargo,39794.87765135651,Low,Medium,59.69
V04776,Container,23510.06528335058,Medium,Low,22.53
V04777,Bulk Carrier,27107.393460050902,Low,Medium,32.53
V04778,Bulk Carrier,49760.390804906,Medium,Medium,49.76
V04779,Cargo,20255.91032809259,Low,Medium,30.38
V04780,Bulk Carrier,30962.337358107372,Medium,Low,35.61
V04781,Tanker,18579.587979960907,Medium,Medium,12.39
V04782,Container,19942.889493270894,High,Medium,13.3
V04783,Bulk Carrier,34934.2172955477,Low,High,35.63
V04784,Bulk Carrier,46925.405316696735,High,Low,43.17
V04785,Cargo,27346.768049369908,High,Medium,27.35
V04786,Tanker,38535.7964829646,Low,High,26.2
V04787,Bulk Carrier,4915.724661439709,High,Medium,3.93
V04788,Cargo,10952.322852880385,High,Low,12.6
V04789,Bulk Carrier,25355.516225516854,High,High,17.24
V04790,Cargo,1490.5803196243521,Low,High,1.9
V04791,Cargo,13016.321448746661,High,Medium,13.02
V04792,Tanker,26111.363846335822,High,Medium,13.93
V04793,Bulk Carrier,1240.5793136868851,High,Low,1.14
V04794,Tanker,13595.041168189064,Low,Low,12.51
V04795,Cargo,25944.52556405554,Medium,Medium,32.43
V04796,Container,28870.88777507166,Medium,High,20.45
V04797,Bulk Carrier,46324.70880623762,Medium,Low,53.27
V04798,Container,32444.608350905088,Medium,Low,31.09
V04799,Bulk Carrier,21029.42222523469,High,High,14.3
V04800,Tanker,46552.38326808686,Low,Medium,37.24
V04801,Tanker,39351.70767769582,High,Low,24.14
V04802,Tanker,10400.441595081005,Low,High,7.07
V04803,Tanker,6976.696886766578,High,Low,4.28
V04804,Tanker,33952.67596926528,Medium,High,19.24
V04805,Container,28214.2166960607,Medium,Low,27.04
V04806,Tanker,39588.84388274141,Low,Medium,31.67
V04807,Cargo,37070.84997889498,High,High,31.51
V04808,Cargo,31447.970925946996,Medium,Low,45.21
V04809,Container,49325.917495630165,Low,Low,56.72
V04810,Bulk Carrier,26912.69164046523,High,High,18.3
V04811,Cargo,6098.734946835132,Low,High,7.78
V04812,Bulk Carrier,41499.541458391424,High,Medium,33.2
V04813,Container,12966.741436112596,High,High,7.35
V04814,Bulk Carrier,38976.456333123955,High,Low,35.86
V04815,Bulk Carrier,47876.801252002544,Low,Medium,57.45
V04816,Bulk Carrier,34991.37794123489,Low,High,35.69
V04817,Bulk Carrier,30003.492967015154,High,Low,27.6
V04818,Container,23289.11569591451,Medium,High,16.5
V04819,Cargo,18538.28836677246,High,Low,21.32
V04820,Tanker,17973.735173105895,Low,Low,16.54
V04821,Bulk Carrier,32000.448932624735,High,Medium,25.6
V04822,Cargo,37688.01928841842,Low,Medium,56.53
V04823,Cargo,34086.59493947851,High,High,28.97
V04824,Container,10321.300009081355,High,Medium,6.88
V04825,Cargo,24952.365417102814,Medium,High,26.51
V04826,Container,39686.183573061615,Medium,Medium,33.07
V04827,Bulk Carrier,24047.351870358285,Low,Medium,28.86
V04828,Bulk Carrier,27062.852346906944,High,High,18.4
V04829,Tanker,38671.234384455696,Low,Medium,30.94
V04830,Tanker,33232.63266012203,High,Medium,17.72
V04831,Tanker,20762.573583678433,High,Medium,11.07
V04832,Cargo,44822.92920411384,High,Medium,44.82
V04833,Bulk Carrier,8547.06989884219,Medium,High,7.27
V04834,Container,49778.064205221075,Low,Low,57.24
V04835,Tanker,6383.202634573741,High,High,2.89
V04836,Container,1240.0235696598256,High,High,0.7
V04837,Container,44555.93560686385,Low,High,37.87
V04838,Tanker,12625.198664114827,Low,Medium,10.1
V04839,Bulk Carrier,36620.13155861269,High,Medium,29.3
V04840,Tanker,40645.26105913743,Medium,Low,31.16
V04841,Container,43019.82635608978,Medium,Medium,35.85
V04842,Tanker,49583.91466537625,High,Low,30.41
V04843,Container,15054.965646979954,Medium,Low,14.43
V04844,Container,35657.04542539933,Low,Medium,35.66
V04845,Tanker,6212.292984900997,Medium,Low,4.76
V04846,Cargo,20637.059922164044,Low,High,26.31
V04847,Tanker,42474.59881897322,Low,High,28.88
V04848,Cargo,18699.073279925862,Low,High,23.84
V04849,Container,29759.221336512896,Low,Low,34.22
V04850,Container,25436.785464369386,Medium,Low,24.38
V04851,Cargo,32474.600790046232,Low,High,41.41
V04852,Container,48658.2722746909,High,Medium,32.44
V04853,Cargo,3258.908561819405,Low,High,4.16
V04854,Cargo,28911.09511633067,High,Medium,28.91
V04855,Container,43219.9245728891,Low,Medium,43.22
V04856,Bulk Carrier,24328.44423154716,Low,Low,33.57
V04857,Cargo,4387.0957041078545,Medium,Low,6.31
V04858,Tanker,28246.69794463016,Low,Medium,22.6
V04859,Tanker,16937.65759577911,Low,Medium,13.55
V04860,Container,8169.618374227827,Medium,Medium,6.81
V04861,Bulk Carrier,42527.208407531914,Medium,Low,48.91
V04862,Container,26319.17589306052,High,High,14.91
V04863,Bulk Carrier,46697.1824127638,Medium,Medium,46.7
V04864,Cargo,40397.816977851915,High,Low,46.46
V04865,Cargo,34802.10379179654,Low,High,44.37
V04866,Cargo,748.7624165829408,High,Low,0.86
V04867,Cargo,21677.261103593373,Medium,High,23.03
V04868,Tanker,10275.570941775599,Low,Low,9.45
V04869,Tanker,45584.49659691895,High,High,20.66
V04870,Container,9141.907241479834,High,Medium,6.09
V04871,Bulk Carrier,14659.972557134632,High,Low,13.49
V04872,Cargo,26083.420002857707,Low,High,33.26
V04873,Cargo,13536.499140404923,High,High,11.51
V04874,Bulk Carrier,10888.301525316498,High,High,7.4
V04875,Bulk Carrier,30155.416592586247,Medium,Medium,30.16
V04876,Container,4902.011376373681,High,Low,3.76
V04877,Bulk Carrier,3379.304056685774,Low,High,3.45
V04878,Cargo,18926.142111710535,Medium,Medium,23.66
V04879,Cargo,36172.89049813918,Low,Medium,54.26
V04880,Cargo,27962.934534560427,Medium,Medium,34.95
V04881,Cargo,21432.385189105553,Medium,Medium,26.79
V04882,Cargo,28504.702429116827,High,Medium,28.5
V04883,Container,18589.848490337044,Low,Medium,18.59
V04884,Cargo,46839.24360388959,High,Medium,46.84
V04885,Container,3217.7921000833294,Medium,Low,3.08
V04886,Cargo,33832.878211976844,High,Low,38.91
V04887,Tanker,44618.49190897365,Medium,Medium,29.75
V04888,Tanker,40292.293082395045,Medium,High,22.83
V04889,Tanker,9610.031223661614,Low,High,6.53
V04890,Tanker,15148.354274524274,Low,High,10.3
V04891,Container,35993.87296600168,Low,Medium,35.99
V04892,Container,4671.392679447894,Low,High,3.97
V04893,Bulk Carrier,40687.15414171291,High,Low,37.43
V04894,Cargo,36085.89375793712,Low,Low,62.25
V04895,Tanker,36615.52913714946,Low,Low,33.69
V04896,Container,5461.947828245774,Low,Low,6.28
V04897,Cargo,36029.14696840343,Medium,Medium,45.04
V04898,Cargo,34150.99719838851,Medium,Low,49.09
V04899,Container,41630.6632956816,Low,High,35.39
V04900,Tanker,2558.99983469524,Medium,High,1.45
V04901,Bulk Carrier,1643.9780891557136,Medium,Low,1.89
V04902,Cargo,18963.851443988755,High,Low,21.81
V04903,Bulk Carrier,7865.020050533068,Medium,Low,9.04
V04904,Tanker,28140.031639725985,High,High,12.76
V04905,Tanker,45908.77062458407,Medium,High,26.01
V04906,Bulk Carrier,19878.24665153378,Low,Low,27.43
V04907,Tanker,42325.0436749939,Medium,High,23.98
V04908,Cargo,511.9232886343905,Medium,High,0.54
V04909,Bulk Carrier,8841.47485122962,High,Medium,7.07
V04910,Tanker,2005.9652128772382,Low,Low,1.85
V04911,Bulk Carrier,16743.285435495898,High,Low,15.4
V04912,Cargo,45455.38498697689,Low,Medium,68.18
V04913,Tanker,5299.130118149894,Low,Medium,4.24
V04914,Cargo,30517.28394881812,High,High,25.94
V04915,Tanker,22849.048986412487,Medium,Medium,15.23
V04916,Container,46954.17651210772,Low,Low,54.0
V04917,Tanker,6564.697555586145,Medium,Low,5.03
V04918,Bulk Carrier,10995.378599860333,High,Low,10.12
V04919,Tanker,1962.3274462689171,High,High,0.89
V04920,Cargo,21979.794856753,High,High,18.68
V04921,Cargo,14252.728528450387,High,Low,16.39
V04922,Tanker,43560.343727570886,Low,Low,40.08
V04923,Bulk Carrier,30444.570253288875,High,High,20.7
V04924,Container,30897.491529797233,Medium,High,21.89
V04925,Bulk Carrier,26829.57949562447,Medium,Medium,26.83
V04926,Container,5046.591692845449,Low,High,4.29
V04927,Cargo,22528.424844405086,High,High,19.15
V04928,Bulk Carrier,49975.50689057157,Low,Low,68.97
V04929,Container,41843.849896877735,Low,Low,48.12
V04930,Tanker,44726.22318127224,Low,Low,41.15
V04931,Cargo,41249.70478270172,High,Medium,41.25
V04932,Tanker,5600.563824833643,Medium,High,3.17
V04933,Cargo,11758.688576207582,Medium,Medium,14.7
V04934,Bulk Carrier,654.5217421422765,Low,High,0.67
V04935,Bulk Carrier,15523.751181466518,Low,High,15.83
V04936,Cargo,5876.066416151382,Medium,Low,8.45
V04937,Cargo,23903.27059242836,Medium,High,25.4
V04938,Cargo,34017.81068440815,High,Medium,34.02
V04939,Bulk Carrier,43788.01210438481,Low,Low,60.43
V04940,Container,37586.24967199946,High,Medium,25.06
V04941,Tanker,46959.98699103601,Medium,Medium,31.31
V04942,Tanker,3167.9653744925454,Medium,Low,2.43
V04943,Bulk Carrier,1102.9018531188012,Medium,High,0.94
V04944,Tanker,33236.23663489253,Medium,Medium,22.16
V04945,Cargo,14822.944306001189,High,High,12.6
V04946,Container,13048.30029723577,Medium,Low,12.5
V04947,Tanker,16878.910840842815,Low,High,11.48
V04948,Container,13854.904865672026,Medium,High,9.81
V04949,Cargo,25816.10211192857,Low,Low,44.53
V04950,Tanker,22287.34813759456,Medium,High,12.63
V04951,Bulk Carrier,25865.213293144487,High,Medium,20.69
V04952,Container,33799.32376927159,Low,Medium,33.8
V04953,Cargo,19662.960194071842,High,Medium,19.66
V04954,Container,12939.73051353676,Medium,High,9.17
V04955,Tanker,8726.9265720329,High,Medium,4.65
V04956,Tanker,17798.968916864964,Medium,High,10.09
V04957,Bulk Carrier,37219.42052468552,High,High,25.31
V04958,Cargo,37956.89305051774,High,High,32.26
V04959,Cargo,33511.81664086841,Low,High,42.73
V04960,Bulk Carrier,12084.394677690292,Medium,Low,13.9
V04961,Bulk Carrier,29610.269169807536,High,Medium,23.69
V04962,Cargo,28749.138248053976,Medium,Medium,35.94
V04963,Container,24471.176806431413,Low,High,20.8
V04964,Container,27723.95982600128,High,Low,21.26
V04965,Bulk Carrier,24843.636314871568,Medium,High,21.12
V04966,Container,28490.090120668356,High,Medium,18.99
V04967,Cargo,35917.544753745875,High,Medium,35.92
V04968,Tanker,5926.595622970267,High,Low,3.63
V04969,Tanker,37606.47473137667,High,High,17.05
V04970,Container,7226.364431315913,Low,Low,8.31
V04971,Bulk Carrier,3798.0859213135477,Low,High,3.87
V04972,Bulk Carrier,48815.94446796265,Medium,Low,56.14
V04973,Bulk Carrier,47871.09255908685,Medium,Medium,47.87
V04974,Bulk Carrier,3491.6089745579206,High,Low,3.21
V04975,Bulk Carrier,22441.045353010628,High,Medium,17.95
V04976,Container,9719.12444583885,High,Medium,6.48
V04977,Tanker,24524.572408153694,Low,High,16.68
V04978,Tanker,41593.77352847958,High,Low,25.51
V04979,Container,47555.282849773066,Medium,Low,45.57
V04980,Bulk Carrier,31895.5063458511,High,Low,29.34
V04981,Container,18018.330526984944,Low,Low,20.72
V04982,Tanker,30364.61549940762,High,High,13.77
V04983,Cargo,15944.064652368292,Low,High,20.33
V04984,Container,45536.27022118699,Low,High,38.71
V04985,Bulk Carrier,43584.82292373893,Low,Medium,52.3
V04986,Tanker,28132.471638843217,Low,Medium,22.51
V04987,Tanker,16577.546311327846,Medium,Medium,11.05
V04988,Tanker,15022.788941357428,Low,High,10.22
V04989,Tanker,2154.1907379004433,Medium,Medium,1.44
V04990,Bulk Carrier,40883.13212575211,Medium,Low,47.02
V04991,Cargo,22793.969045430895,High,Medium,22.79
V04992,Tanker,16594.07995581309,High,High,7.52
V04993,Container,23819.962572388817,Low,High,20.25
V04994,Cargo,41027.530527505274,High,High,34.87
V04995,Tanker,6668.403281522299,Low,High,4.53
V04996,Cargo,42953.97141797045,High,Low,49.4
V04997,Container,44926.68733786352,Low,Medium,44.93
V04998,Tanker,47362.041794177465,High,Medium,25.26
V04999,Container,20175.655624920077,High,High,11.43
V05000,Bulk Carrier,11248.449999864757,Medium,Medium,11.25
V05001,Tanker,18995.220514101577,High,Low,11.65
V05002,Tanker,16979.14876345446,High,High,7.7
V05003,Tanker,9219.618668891573,Low,Medium,7.38
V05004,Tanker,30559.700170023654,Medium,Medium,20.37
V05005,Bulk Carrier,24092.89594517713,Low,Medium,28.91
V05006,Tanker,43352.19912003818,High,Medium,23.12
V05007,Cargo,2089.4242338618833,Low,High,2.66
V05008,Tanker,32371.462413978756,Medium,High,18.34
V05009,Bulk Carrier,38265.969486322276,Low,Low,52.81
V05010,Tanker,38094.5851748212,High,High,17.27
V05011,Cargo,44360.661371228496,Low,Medium,66.54
V05012,Bulk Carrier,36587.170270059956,High,Medium,29.27
V05013,Bulk Carrier,46426.59805156097,Medium,Medium,46.43
V05014,Cargo,16966.501691134126,Medium,Low,24.39
V05015,Cargo,25408.866129201382,Low,High,32.4
V05016,Cargo,1196.9433325030884,Medium,High,1.27
V05017,Cargo,844.400571512915,Low,High,1.08
V05018,Cargo,12386.267712350234,High,Medium,12.39
V05019,Bulk Carrier,5489.95625838472,Low,Medium,6.59
V05020,Bulk Carrier,13380.462712819804,High,Medium,10.7
V05021,Tanker,9263.64307915567,Medium,Low,7.1
V05022,Tanker,1911.7412295130878,High,Low,1.17
V05023,Container,45510.555247099444,High,Medium,30.34
V05024,Tanker,907.0450037501305,High,Low,0.56
V05025,Tanker,36936.06614468573,High,Low,22.65
V05026,Cargo,8031.3204025160685,High,Low,9.24
V05027,Cargo,45655.3662889802,Low,High,58.21
V05028,Tanker,44693.399009699344,High,Low,27.41
V05029,Container,32868.10674527824,High,Medium,21.91
V05030,Cargo,33775.590415129955,High,High,28.71
V05031,Tanker,764.2875274995829,High,Low,0.47
V05032,Tanker,49251.142522623304,High,Medium,26.27
V05033,Bulk Carrier,43952.71387700281,High,Low,40.44
V05034,Container,44807.75817363955,Medium,Medium,37.34
V05035,Bulk Carrier,33132.60458401816,Low,Medium,39.76
V05036,Container,17566.952968399557,High,Low,13.47
V05037,Cargo,44735.6081299788,Low,Low,77.17
V05038,Container,14930.08794348402,Medium,High,10.58
V05039,Tanker,28354.221395439043,Medium,Low,21.74
V05040,Tanker,5436.683131022179,High,Medium,2.9
V05041,Container,46136.803691571135,Low,High,39.22
V05042,Container,7468.13765967506,High,Medium,4.98
V05043,Container,11632.39188365516,Medium,Medium,9.69
V05044,Bulk Carrier,28127.64082734664,Medium,Low,32.35
V05045,Container,38322.60351054258,Low,Medium,38.32
V05046,Cargo,31157.889643846796,High,Low,35.83
V05047,Bulk Carrier,11990.62868360773,Low,Medium,14.39
V05048,Bulk Carrier,546.6806051107716,Low,High,0.56
V05049,Container,37978.95372521824,Medium,Low,36.4
V05050,Cargo,49267.76263259914,Low,High,62.82
V05051,Bulk Carrier,40590.69945515147,Medium,Low,46.68
V05052,Tanker,23280.22759875246,High,High,10.55
V05053,Bulk Carrier,45236.479439255774,Low,Low,62.43
V05054,Container,20787.459819358326,Low,High,17.67
V05055,Cargo,26484.237170051645,High,High,22.51
V05056,Container,24117.92348608632,Low,Low,27.74
V05057,Tanker,22657.381696943485,High,Low,13.9
V05058,Tanker,38871.94308004833,Medium,Medium,25.91
V05059,Tanker,26575.060909839853,Medium,Medium,17.72
V05060,Container,16177.497540248196,Low,Low,18.6
V05061,Bulk Carrier,13278.829299094677,Medium,Low,15.27
V05062,Container,2368.492189887953,Medium,High,1.68
V05063,Cargo,29368.160513210776,High,High,24.96
V05064,Bulk Carrier,11883.090062351193,Medium,Medium,11.88
V05065,Tanker,7832.629139810963,Medium,Medium,5.22
V05066,Container,32864.583209470045,Medium,Medium,27.39
V05067,Tanker,34219.858262166665,High,High,15.51
V05068,Tanker,37731.667166754465,Low,High,25.66
V05069,Cargo,25427.056368760277,High,High,21.61
V05070,Bulk Carrier,44755.70295759239,Low,Medium,53.71
V05071,Cargo,46848.966293212274,Low,Low,80.81
V05072,Cargo,40464.86151972823,Medium,Medium,50.58
V05073,Cargo,31961.877359405265,Medium,High,33.96
V05074,Tanker,15534.187202763838,High,Medium,8.28
V05075,Cargo,49155.77362020095,High,Medium,49.16
V05076,Cargo,14069.740276000948,High,Medium,14.07
V05077,Bulk Carrier,10531.517638526337,Medium,Medium,10.53
V05078,Bulk Carrier,22386.628632435848,Low,High,22.83
V05079,Cargo,3313.608250263229,High,Medium,3.31
V05080,Bulk Carrier,48935.47600125364,Low,High,49.91
V05081,Bulk Carrier,29627.461042613028,Medium,Medium,29.63
V05082,Cargo,28069.128537376677,Medium,High,29.82
V05083,Tanker,32961.91585503613,Medium,Low,25.27
V05084,Cargo,25102.67056497173,Medium,High,26.67
V05085,Bulk Carrier,2087.144096179808,Low,High,2.13
V05086,Tanker,30809.40879759964,Low,Low,28.34
V05087,Container,35950.60690934332,High,Low,27.56
V05088,Tanker,21129.07850089063,Low,Low,19.44
V05089,Bulk Carrier,37986.13081752405,Low,Low,52.42
V05090,Tanker,11736.564317251821,Low,Low,10.8
V05091,Cargo,11453.191257776109,High,Low,13.17
V05092,Container,8490.14089053491,Low,Medium,8.49
V05093,Container,18913.740609563512,Low,Medium,18.91
V05094,Container,42427.09575175963,Low,Low,48.79
V05095,Bulk Carrier,41481.647076378686,Medium,High,35.26
V05096,Bulk Carrier,19449.79829419344,Low,High,19.84
V05097,Container,29661.37743102171,High,Low,22.74
V05098,Tanker,36180.407665508326,High,Medium,19.3
V05099,Container,12439.735344087137,High,Medium,8.29
V05100,Tanker,8822.98375178998,High,High,4.0
V05101,Tanker,48618.751664009396,Medium,Low,37.27
V05102,Bulk Carrier,31069.087003876117,High,Medium,24.86
V05103,Tanker,49080.07823076636,Medium,Low,37.63
V05104,Container,17218.92136304534,Medium,Low,16.5
V05105,Bulk Carrier,35300.06914871951,Medium,High,30.01
V05106,Cargo,11518.880008791268,High,Low,13.25
V05107,Cargo,13429.408478058689,High,Low,15.44
V05108,Bulk Carrier,25839.155002846386,Medium,High,21.96
V05109,Container,16321.097212649525,Medium,Medium,13.6
V05110,Cargo,8797.26741010893,High,Low,10.12
V05111,Cargo,13512.594748471638,Low,High,17.23
V05112,Tanker,2269.5455260603,Low,Medium,1.82
V05113,Tanker,35368.96926313559,Low,Low,32.54
V05114,Container,24859.77452575015,High,Medium,16.57
V05115,Bulk Carrier,5165.031787024018,High,High,3.51
V05116,Container,8998.852659860315,Medium,Low,8.62
V05117,Bulk Carrier,5575.459636575879,High,High,3.79
V05118,Cargo,30823.344009655884,High,High,26.2
V05119,Tanker,5163.412998818443,High,Low,3.17
V05120,Container,37836.975485243194,Medium,High,26.8
V05121,Container,1515.290506359363,Medium,Medium,1.26
V05122,Bulk Carrier,12844.10150579666,Low,High,13.1
V05123,Bulk Carrier,44588.0004566494,Low,Low,61.53
V05124,Container,36067.30024705118,High,Low,27.65
V05125,Bulk Carrier,4111.932479821542,High,Medium,3.29
V05126,Container,41145.7421720164,Medium,Low,39.43
V05127,Container,24905.238516240137,Low,High,21.17
V05128,Container,42415.75984485705,Low,High,36.05
V05129,Cargo,30236.618835294474,Low,Low,52.16
V05130,Bulk Carrier,34250.735085626504,High,Medium,27.4
V05131,Tanker,49678.327239587554,High,Medium,26.5
V05132,Tanker,12000.6095232389,High,Low,7.36
V05133,Bulk Carrier,31385.305950688722,Medium,High,26.68
V05134,Container,23285.90880784122,Low,Low,26.78
V05135,Tanker,2452.8716696732263,Medium,Low,1.88
V05136,Tanker,1216.2967543918191,Low,Medium,0.97
V05137,Bulk Carrier,6401.814601984004,High,High,4.35
V05138,Tanker,32630.04115665813,Medium,Medium,21.75
V05139,Container,28574.572851712914,Medium,Medium,23.81
V05140,Bulk Carrier,27894.763277604507,High,High,18.97
V05141,Container,2076.909745148874,Low,High,1.77
V05142,Tanker,23730.498319820348,Low,High,16.14
V05143,Tanker,46268.82948320516,Low,Low,42.57
V05144,Container,20180.797530877007,Low,High,17.15
V05145,Cargo,31433.66225452859,High,Low,36.15
V05146,Tanker,39101.0244433456,High,Medium,20.85
V05147,Cargo,39304.30131752344,High,High,33.41
V05148,Tanker,26204.36407856593,High,Low,16.07
V05149,Cargo,42968.62129741565,Medium,Low,61.77
V05150,Cargo,19873.215621505475,Medium,Low,28.57
V05151,Cargo,44490.31413184752,Medium,Low,63.95
V05152,Container,12391.244736579492,High,Medium,8.26
V05153,Cargo,14370.712146033267,Low,High,18.32
V05154,Cargo,3129.4708978505546,Medium,High,3.33
V05155,Cargo,39881.300908843004,Medium,High,42.37
V05156,Tanker,21144.234193518925,High,High,9.59
V05157,Cargo,11841.272388614252,Low,High,15.1
V05158,Tanker,11973.618742020693,Low,High,8.14
V05159,Cargo,45119.297090847045,Low,Low,77.83
V05160,Cargo,41778.87172282133,High,High,35.51
V05161,Container,27899.778825180572,Low,Low,32.08
V05162,Tanker,30997.484620578194,Medium,Medium,20.66
V05163,Cargo,23979.115742239406,Medium,Low,34.47
V05164,Tanker,19887.49387250104,Medium,Medium,13.26
V05165,Tanker,45816.10562030741,High,High,20.77
V05166,Bulk Carrier,6717.828824254952,Low,Medium,8.06
V05167,Container,21213.116090953285,High,Medium,14.14
V05168,Container,17555.81444539983,Low,Low,20.19
V05169,Container,25158.460652431844,High,Low,19.29
V05170,Bulk Carrier,23152.777789986165,Medium,Medium,23.15
V05171,Bulk Carrier,26185.03181672853,High,Medium,20.95
V05172,Container,7425.989372736208,High,High,4.21
V05173,Bulk Carrier,25900.504324907215,High,Low,23.83
V05174,Bulk Carrier,12499.731287416938,Medium,Medium,12.5
V05175,Bulk Carrier,9624.401774915466,High,Low,8.85
V05176,Container,3709.2938299164657,High,High,2.1
V05177,Container,38251.30165842897,Medium,High,27.09
V05178,Container,21658.375082399718,Low,Medium,21.66
V05179,Bulk Carrier,31518.862323932037,High,High,21.43
V05180,Container,36515.87049358479,Medium,Medium,30.43
V05181,Bulk Carrier,34126.1749330209,High,Low,31.4
V05182,Cargo,23789.785594939272,Medium,Low,34.2
V05183,Bulk Carrier,19700.977183110626,Low,Medium,23.64
V05184,Tanker,19110.015527212854,Low,Medium,15.29
V05185,Container,32182.415448037787,High,Medium,21.45
V05186,Container,24992.320569622734,Medium,Low,23.95
V05187,Tanker,42532.046275431276,Low,Low,39.13
V05188,Bulk Carrier,43797.74822417225,Low,High,44.67
V05189,Cargo,8942.738711322663,Medium,High,9.5
V05190,Tanker,7243.565751513419,High,Low,4.44
V05191,Tanker,31704.845838781977,Low,Low,29.17
V05192,Bulk Carrier,15410.674529082831,Low,Medium,18.49
V05193,Container,1419.2505788723934,Low,Low,1.63
V05194,Bulk Carrier,44487.81213346628,High,Low,40.93
V05195,Tanker,11731.587978568508,Low,High,7.98
V05196,Tanker,46499.39225844755,Medium,High,26.35
V05197,Container,36013.00531847355,High,Medium,24.01
V05198,Container,38251.34775061847,Low,High,32.51
V05199,Container,10472.34404176144,Medium,Medium,8.73
V05200,Bulk Carrier,12092.624068032239,Medium,Low,13.91
V05201,Container,26302.753814291256,High,Low,20.17
V05202,Tanker,9018.942706168176,Medium,Medium,6.01
V05203,Tanker,15618.868787810097,High,High,7.08
V05204,Cargo,16412.39265841632,High,High,13.95
V05205,Bulk Carrier,8401.681696011823,High,Low,7.73
V05206,Cargo,10656.550253060457,Medium,High,11.32
V05207,Tanker,39533.3161794087,High,Medium,21.08
